Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Dept-User creation/Departments - Units""))",Chrome 113.0.0.0,,,2023-05-18 11:25:52,2023-05-18 11:26:24,31.407s,FAILED
,,,,,,,
Test Cases/Instrument Creation - Suite,Chrome 113.0.0.0,,,2023-05-18 11:26:24,2023-05-18 11:26:59,35.207s,FAILED
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-18 11:26:27,2023-05-18 11:26:27,0.003s,PASSED
actions = sendKeys(HOME).perform(),Chrome 113.0.0.0,,,2023-05-18 11:26:27,2023-05-18 11:26:27,0.013s,PASSED
"click(findTestObject(""Add Instrument/span_Instruments""))",Chrome 113.0.0.0,,,2023-05-18 11:26:27,2023-05-18 11:26:59,31.839s,FAILED
,,,,,,,
Test Cases/Log Task - Suite,Chrome 113.0.0.0,,,2023-05-18 11:26:59,2023-05-18 11:27:32,33.693s,FAILED
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-18 11:27:01,2023-05-18 11:27:01,0.003s,PASSED
"click(findTestObject(""LogTask-Ready_Status/click_View Instrument""))",Chrome 113.0.0.0,,,2023-05-18 11:27:01,2023-05-18 11:27:32,31.522s,FAILED
,,,,,,,
Test Cases/Compliance status - Suite,Chrome 113.0.0.0,,,2023-05-18 11:27:32,2023-05-18 11:27:36,3.182s,ERROR
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.001s,PASSED
js = driver,Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.002s,PASSED
"timeZone = findTestData(""Add Inst-Type Data"").getValue(""Log -TimeZone"", 1)",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.086s,PASSED
"ValidateField = findTestData(""Add Inst-Type Data"").getValue(""ValidateField"", 2)",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.175s,PASSED
Overdue_ldt = LocalDateTime.now(ZoneId.of(timeZone)),Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.051s,PASSED
"currentDate = DateTimeFormatter.ofPattern(""MM/dd/yyyy"")",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.055s,PASSED
endDate = currentDate.format(Overdue_ldt),Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.007s,PASSED
"dateTimeFor = DateTimeFormatter.ofPattern(""dd"")",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.003s,PASSED
CD = dateTimeFor.format(Overdue_ldt),Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.001s,PASSED
Overdue_minusHours = Overdue_ldt.minusHours(72),Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.003s,PASSED
"Overdue_dtfHH = DateTimeFormatter.ofPattern(""MM/dd/yyyy,HH"")",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.001s,PASSED
Overdue_formatedDateTimeHH = Overdue_minusHours.format(Overdue_dtfHH),Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.002s,PASSED
"Overdue_DateTime = Overdue_formatedDateTimeHH.split("","")",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.005s,PASSED
OverdueDate = Overdue_DateTime[0],Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:35,0.003s,PASSED
"scrollTopReport = driver.findElement(By.xpath(""//a//span[text()='Reports']""))",Chrome 113.0.0.0,,,2023-05-18 11:27:35,2023-05-18 11:27:36,0.364s,ERROR
