Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Site creation/button_Add Site""))",Chrome 113.0.0.0,,,2023-05-17 19:55:18,2023-05-17 19:55:21,2.916s,PASSED
"click(findTestObject(""Site creation/input_Site Name""))",Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.496s,PASSED
dateFormat = new java.text.SimpleDateFormat(yyyy/dd/MM HH:mm:ss),Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.045s,PASSED
date = new java.util.Date(),Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.007s,PASSED
a = dateFormat.format(date),Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.000s,PASSED
println(a),Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.000s,PASSED
"b = "" - """,Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.000s,PASSED
"Site = findTestData(""Site Data"").getValue(""Site Name"", 1) + b + a",Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.086s,PASSED
println(Site),Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.000s,PASSED
logInfo(Site),Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:21,0.047s,PASSED
"Excel.writeData(""ELL_Departments & Units"", ""Add D&U"", 1, 1, Site)",Chrome 113.0.0.0,,,2023-05-17 19:55:21,2023-05-17 19:55:22,0.212s,PASSED
"setText(findTestObject(""Site creation/input_Site Name""), Site)",Chrome 113.0.0.0,,,2023-05-17 19:55:22,2023-05-17 19:55:22,0.899s,PASSED
"s1 = getAttribute(findTestObject(""Site creation/input_Site Name""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:55:22,2023-05-17 19:55:23,0.400s,PASSED
println(s1),Chrome 113.0.0.0,,,2023-05-17 19:55:23,2023-05-17 19:55:23,0.002s,PASSED
"verifyEqual(Site, s1)",Chrome 113.0.0.0,,,2023-05-17 19:55:23,2023-05-17 19:55:23,0.013s,PASSED
"A1 = findTestData(""Site Data"").getValue(""Address"", 1)",Chrome 113.0.0.0,,,2023-05-17 19:55:23,2023-05-17 19:55:23,0.098s,PASSED
"setText(findTestObject(""Site creation/input_Address""), A1)",Chrome 113.0.0.0,,,2023-05-17 19:55:23,2023-05-17 19:55:24,0.895s,PASSED
"A2 = getAttribute(findTestObject(""Site creation/input_Address""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:55:24,2023-05-17 19:55:24,0.393s,PASSED
println(A2),Chrome 113.0.0.0,,,2023-05-17 19:55:24,2023-05-17 19:55:24,0.001s,PASSED
"verifyEqual(A1, A2)",Chrome 113.0.0.0,,,2023-05-17 19:55:24,2023-05-17 19:55:24,0.002s,PASSED
"c1 = findTestData(""Site Data"").getValue(""City"", 1)",Chrome 113.0.0.0,,,2023-05-17 19:55:24,2023-05-17 19:55:24,0.107s,PASSED
"setText(findTestObject(""Site creation/input_City_city""), c1)",Chrome 113.0.0.0,,,2023-05-17 19:55:24,2023-05-17 19:55:25,0.871s,PASSED
"c2 = getAttribute(findTestObject(""Site creation/input_City_city""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:55:25,2023-05-17 19:55:26,0.410s,PASSED
"verifyEqual(c1, c2)",Chrome 113.0.0.0,,,2023-05-17 19:55:26,2023-05-17 19:55:26,0.003s,PASSED
"S5 = findTestData(""Site Data"").getValue(""State"", 1)",Chrome 113.0.0.0,,,2023-05-17 19:55:26,2023-05-17 19:55:26,0.062s,PASSED
"setText(findTestObject(""Site creation/input_State_state""), S5)",Chrome 113.0.0.0,,,2023-05-17 19:55:26,2023-05-17 19:55:27,0.909s,PASSED
"S6 = getAttribute(findTestObject(""Site creation/input_State_state""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:55:27,2023-05-17 19:55:27,0.411s,PASSED
"verifyEqual(S5, S6)",Chrome 113.0.0.0,,,2023-05-17 19:55:27,2023-05-17 19:55:27,0.004s,PASSED
"z1 = findTestData(""Site Data"").getValue(""Zip"", 1)",Chrome 113.0.0.0,,,2023-05-17 19:55:27,2023-05-17 19:55:27,0.085s,PASSED
"setText(findTestObject(""Site creation/input_Zip_zip""), z1)",Chrome 113.0.0.0,,,2023-05-17 19:55:27,2023-05-17 19:55:28,0.844s,PASSED
"z2 = getAttribute(findTestObject(""Site creation/input_Zip_zip""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:55:28,2023-05-17 19:55:28,0.430s,PASSED
"verifyEqual(z1, z2)",Chrome 113.0.0.0,,,2023-05-17 19:55:28,2023-05-17 19:55:28,0.006s,PASSED
"selectOptionByLabel(findTestObject(""Site creation/select_country""), findTestData(""Site Data"").getValue(""Country"", 1), true)",Chrome 113.0.0.0,,,2023-05-17 19:55:28,2023-05-17 19:55:36,7.566s,PASSED
"verifyOptionPresentByLabel(findTestObject(""Site creation/select_country""), findTestData(""Site Data"").getValue(""Country"", 1), false, 0)",Chrome 113.0.0.0,,,2023-05-17 19:55:36,2023-05-17 19:55:40,3.775s,PASSED
"setText(findTestObject(""Site creation/input_Phone_phone""), findTestData(""Site Data"").getValue(""Phone"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:55:40,2023-05-17 19:55:41,1.008s,PASSED
"selectOptionByLabel(findTestObject(""Site creation/select_Timezone""), findTestData(""Site Data"").getValue(""Timezone"", 1), true)",Chrome 113.0.0.0,,,2023-05-17 19:55:41,2023-05-17 19:55:58,17.247s,PASSED
"verifyOptionPresentByLabel(findTestObject(""Site creation/select_Timezone""), findTestData(""Site Data"").getValue(""Timezone"", 1), false, 0)",Chrome 113.0.0.0,,,2023-05-17 19:55:58,2023-05-17 19:56:05,7.087s,PASSED
"click(findTestObject(""Site creation/input_system_Schedule""))",Chrome 113.0.0.0,,,2023-05-17 19:56:05,2023-05-17 19:56:06,0.494s,PASSED
"click(findTestObject(""Site creation/SA_ON""))",Chrome 113.0.0.0,,,2023-05-17 19:56:06,2023-05-17 19:56:06,0.579s,PASSED
"click(findTestObject(""Site creation/SU_ON""))",Chrome 113.0.0.0,,,2023-05-17 19:56:06,2023-05-17 19:56:07,0.533s,PASSED
"click(findTestObject(""Site creation/button_Save""))",Chrome 113.0.0.0,,,2023-05-17 19:56:07,2023-05-17 19:56:07,0.558s,PASSED
"verifyElementPresent(findTestObject(""Site creation/div_Success  Site added successfully""), 0)",Chrome 113.0.0.0,,,2023-05-17 19:56:07,2023-05-17 19:56:10,2.817s,PASSED
"c = getText(findTestObject(""Site creation/div_Success  Site added successfully""))",Chrome 113.0.0.0,,,2023-05-17 19:56:10,2023-05-17 19:56:10,0.404s,PASSED
println(c),Chrome 113.0.0.0,,,2023-05-17 19:56:10,2023-05-17 19:56:10,0.000s,PASSED
logInfo(c),Chrome 113.0.0.0,,,2023-05-17 19:56:10,2023-05-17 19:56:10,0.000s,PASSED
"click(findTestObject(""Site creation/div_click""))",Chrome 113.0.0.0,,,2023-05-17 19:56:10,2023-05-17 19:56:11,0.498s,PASSED
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-17 19:56:11,2023-05-17 19:56:11,0.001s,PASSED
executor = driver,Chrome 113.0.0.0,,,2023-05-17 19:56:11,2023-05-17 19:56:11,0.004s,PASSED
"li = driver.findElements(By.xpath(""//div[@class="" + ""'col']""))",Chrome 113.0.0.0,,,2023-05-17 19:56:11,2023-05-17 19:56:11,0.332s,PASSED
op = li.size(),Chrome 113.0.0.0,,,2023-05-17 19:56:11,2023-05-17 19:56:11,0.000s,PASSED
println(op),Chrome 113.0.0.0,,,2023-05-17 19:56:11,2023-05-17 19:56:11,0.001s,PASSED
"for ([i = 0, i < li.size(), (i++)])",Chrome 113.0.0.0,,,2023-05-17 19:56:11,2023-05-17 19:56:19,7.356s,PASSED
ScrollIntoCreatedSite.screenshot(),Chrome 113.0.0.0,,,2023-05-17 19:56:19,2023-05-17 19:56:21,1.849s,PASSED
,,,,,,,
Test Cases/Dept-Units creation - Suite,Chrome 113.0.0.0,,,2023-05-17 19:56:21,2023-05-17 19:57:46,1m - 25.035s,PASSED
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-17 19:56:23,2023-05-17 19:56:23,0.013s,PASSED
actions = sendKeys(HOME).perform(),Chrome 113.0.0.0,,,2023-05-17 19:56:23,2023-05-17 19:56:23,0.045s,PASSED
"click(findTestObject(""Dept-User creation/Departments - Units""))",Chrome 113.0.0.0,,,2023-05-17 19:56:23,2023-05-17 19:56:24,0.952s,PASSED
"click(findTestObject(""Dept-User creation/button_Add Department""))",Chrome 113.0.0.0,,,2023-05-17 19:56:24,2023-05-17 19:56:26,1.988s,PASSED
dateFormat = new java.text.SimpleDateFormat(yyyy/dd/MM HH:mm:ss),Chrome 113.0.0.0,,,2023-05-17 19:56:26,2023-05-17 19:56:26,0.004s,PASSED
date = new java.util.Date(),Chrome 113.0.0.0,,,2023-05-17 19:56:26,2023-05-17 19:56:26,0.000s,PASSED
a = dateFormat.format(date),Chrome 113.0.0.0,,,2023-05-17 19:56:26,2023-05-17 19:56:26,0.001s,PASSED
println(a),Chrome 113.0.0.0,,,2023-05-17 19:56:26,2023-05-17 19:56:26,0.000s,PASSED
"b = "" - """,Chrome 113.0.0.0,,,2023-05-17 19:56:26,2023-05-17 19:56:26,0.000s,PASSED
"D = findTestData(""Dept_Unit Data"").getValue(""Department Name"", 1) + b + a",Chrome 113.0.0.0,,,2023-05-17 19:56:26,2023-05-17 19:56:27,0.113s,PASSED
"setText(findTestObject(""Dept-User creation/input_Department Name""), D)",Chrome 113.0.0.0,,,2023-05-17 19:56:27,2023-05-17 19:56:28,1.553s,PASSED
println(D),Chrome 113.0.0.0,,,2023-05-17 19:56:28,2023-05-17 19:56:28,0.001s,PASSED
logInfo(D),Chrome 113.0.0.0,,,2023-05-17 19:56:28,2023-05-17 19:56:28,0.001s,PASSED
"Excel.writeData(""ELL_Departments & Units"", ""Add D&U"", 1, 2, D)",Chrome 113.0.0.0,,,2023-05-17 19:56:28,2023-05-17 19:56:28,0.114s,PASSED
"selectOptionByLabel(findTestObject(""Dept-User creation/input_Site""), findTestData(""Dept_Unit Data"").getValue(""Site"", 1), true)",Chrome 113.0.0.0,,,2023-05-17 19:56:28,2023-05-17 19:56:36,7.324s,PASSED
"verifyOptionPresentByLabel(findTestObject(""Dept-User creation/input_Site""), findTestData(""Dept_Unit Data"").getValue(""Site"", 1), false, 2)",Chrome 113.0.0.0,,,2023-05-17 19:56:36,2023-05-17 19:56:40,4.290s,PASSED
"setText(findTestObject(""Dept-User creation/input_Bench Unit Name""), findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:56:40,2023-05-17 19:56:41,1.053s,PASSED
"D1 = getAttribute(findTestObject(""Dept-User creation/input_Bench Unit Name""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:56:41,2023-05-17 19:56:41,0.412s,PASSED
println(D1),Chrome 113.0.0.0,,,2023-05-17 19:56:41,2023-05-17 19:56:41,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 1), D1)",Chrome 113.0.0.0,,,2023-05-17 19:56:41,2023-05-17 19:56:41,0.069s,PASSED
"setText(findTestObject(""Dept-User creation/input_CLIA""), findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:56:41,2023-05-17 19:56:42,1.013s,PASSED
"D2 = getAttribute(findTestObject(""Dept-User creation/input_CLIA""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:56:42,2023-05-17 19:56:43,0.428s,PASSED
println(D2),Chrome 113.0.0.0,,,2023-05-17 19:56:43,2023-05-17 19:56:43,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 1), D2)",Chrome 113.0.0.0,,,2023-05-17 19:56:43,2023-05-17 19:56:43,0.095s,PASSED
"setText(findTestObject(""Dept-User creation/input_Joint Commission""), findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:56:43,2023-05-17 19:56:44,1.426s,PASSED
"D3 = getAttribute(findTestObject(""Dept-User creation/input_Joint Commission""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:56:44,2023-05-17 19:56:45,1.024s,PASSED
println(D3),Chrome 113.0.0.0,,,2023-05-17 19:56:45,2023-05-17 19:56:45,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 1), D3)",Chrome 113.0.0.0,,,2023-05-17 19:56:45,2023-05-17 19:56:45,0.083s,PASSED
"setText(findTestObject(""Dept-User creation/input_CAP""), findTestData(""Dept_Unit Data"").getValue(""CAP"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:56:45,2023-05-17 19:56:47,1.377s,PASSED
"D4 = getAttribute(findTestObject(""Dept-User creation/input_CAP""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:56:47,2023-05-17 19:56:47,0.582s,PASSED
println(D4),Chrome 113.0.0.0,,,2023-05-17 19:56:47,2023-05-17 19:56:47,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CAP"", 1), D4)",Chrome 113.0.0.0,,,2023-05-17 19:56:47,2023-05-17 19:56:47,0.067s,PASSED
"setText(findTestObject(""Dept-User creation/input_COLA""), findTestData(""Dept_Unit Data"").getValue(""COLA"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:56:47,2023-05-17 19:56:48,0.990s,PASSED
"D5 = getAttribute(findTestObject(""Dept-User creation/input_COLA""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:56:48,2023-05-17 19:56:49,0.467s,PASSED
println(D5),Chrome 113.0.0.0,,,2023-05-17 19:56:49,2023-05-17 19:56:49,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""COLA"", 1), D5)",Chrome 113.0.0.0,,,2023-05-17 19:56:49,2023-05-17 19:56:49,0.072s,PASSED
"setText(findTestObject(""Dept-User creation/input_AABB""), findTestData(""Dept_Unit Data"").getValue(""AABB"", 1))",Chrome 113.0.0.0,,,2023-05-17 19:56:49,2023-05-17 19:56:50,0.986s,PASSED
"D6 = getAttribute(findTestObject(""Dept-User creation/input_AABB""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:56:50,2023-05-17 19:56:50,0.447s,PASSED
println(D6),Chrome 113.0.0.0,,,2023-05-17 19:56:50,2023-05-17 19:56:50,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""AABB"", 1), D6)",Chrome 113.0.0.0,,,2023-05-17 19:56:50,2023-05-17 19:56:51,0.068s,PASSED
"setText(findTestObject(""Dept-User creation/input_AALA""), ""AALA"")",Chrome 113.0.0.0,,,2023-05-17 19:56:51,2023-05-17 19:56:52,1.077s,PASSED
"setText(findTestObject(""Dept-User creation/input_AOAHFAP""), ""AOAHFAP"")",Chrome 113.0.0.0,,,2023-05-17 19:56:52,2023-05-17 19:56:53,0.994s,PASSED
"setText(findTestObject(""Dept-User creation/input_ASHI""), ""ASHI"")",Chrome 113.0.0.0,,,2023-05-17 19:56:53,2023-05-17 19:56:54,1.310s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYDOH""), ""NYDOH"")",Chrome 113.0.0.0,,,2023-05-17 19:56:54,2023-05-17 19:56:55,0.880s,PASSED
"setText(findTestObject(""Dept-User creation/input_CADOH""), ""CADOH"")",Chrome 113.0.0.0,,,2023-05-17 19:56:55,2023-05-17 19:56:56,0.961s,PASSED
"setText(findTestObject(""Dept-User creation/input_FLDOH""), ""FLDOH"")",Chrome 113.0.0.0,,,2023-05-17 19:56:56,2023-05-17 19:56:57,0.913s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYSPFI""), ""NYSPFI"")",Chrome 113.0.0.0,,,2023-05-17 19:56:57,2023-05-17 19:56:58,0.875s,PASSED
"setText(findTestObject(""Dept-User creation/input_AU-ID""), ""AU-ID"")",Chrome 113.0.0.0,,,2023-05-17 19:56:58,2023-05-17 19:56:58,0.909s,PASSED
"click(findTestObject(""Dept-User creation/button_Add Bench  Unit""))",Chrome 113.0.0.0,,,2023-05-17 19:56:58,2023-05-17 19:56:59,0.542s,PASSED
"setText(findTestObject(""Dept-User creation/input_BenchUnit_1""), findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 2))",Chrome 113.0.0.0,,,2023-05-17 19:56:59,2023-05-17 19:57:00,1.007s,PASSED
"D15 = getAttribute(findTestObject(""Dept-User creation/input_BenchUnit_1""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:57:00,2023-05-17 19:57:00,0.399s,PASSED
println(D15),Chrome 113.0.0.0,,,2023-05-17 19:57:00,2023-05-17 19:57:00,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 2), D15)",Chrome 113.0.0.0,,,2023-05-17 19:57:00,2023-05-17 19:57:00,0.047s,PASSED
"setText(findTestObject(""Dept-User creation/input_CLIA 1""), findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 2))",Chrome 113.0.0.0,,,2023-05-17 19:57:00,2023-05-17 19:57:01,0.891s,PASSED
"D16 = getAttribute(findTestObject(""Dept-User creation/input_CLIA 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:57:01,2023-05-17 19:57:02,0.405s,PASSED
println(D16),Chrome 113.0.0.0,,,2023-05-17 19:57:02,2023-05-17 19:57:02,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 2), D16)",Chrome 113.0.0.0,,,2023-05-17 19:57:02,2023-05-17 19:57:02,0.083s,PASSED
"setText(findTestObject(""Dept-User creation/input_Joint Commission 1""), findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 2))",Chrome 113.0.0.0,,,2023-05-17 19:57:02,2023-05-17 19:57:03,0.998s,PASSED
"D17 = getAttribute(findTestObject(""Dept-User creation/input_Joint Commission 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:57:03,2023-05-17 19:57:03,0.450s,PASSED
println(D17),Chrome 113.0.0.0,,,2023-05-17 19:57:03,2023-05-17 19:57:03,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 2), D17)",Chrome 113.0.0.0,,,2023-05-17 19:57:03,2023-05-17 19:57:03,0.049s,PASSED
"setText(findTestObject(""Dept-User creation/input_CAP 1""), findTestData(""Dept_Unit Data"").getValue(""CAP"", 2))",Chrome 113.0.0.0,,,2023-05-17 19:57:03,2023-05-17 19:57:04,0.904s,PASSED
"D18 = getAttribute(findTestObject(""Dept-User creation/input_CAP 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:57:04,2023-05-17 19:57:05,0.455s,PASSED
println(D18),Chrome 113.0.0.0,,,2023-05-17 19:57:05,2023-05-17 19:57:05,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CAP"", 2), D18)",Chrome 113.0.0.0,,,2023-05-17 19:57:05,2023-05-17 19:57:05,0.064s,PASSED
"setText(findTestObject(""Dept-User creation/input_COLA 1""), findTestData(""Dept_Unit Data"").getValue(""COLA"", 2))",Chrome 113.0.0.0,,,2023-05-17 19:57:05,2023-05-17 19:57:06,1.104s,PASSED
"D19 = getAttribute(findTestObject(""Dept-User creation/input_COLA 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:57:06,2023-05-17 19:57:06,0.432s,PASSED
println(D19),Chrome 113.0.0.0,,,2023-05-17 19:57:06,2023-05-17 19:57:06,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""COLA"", 2), D19)",Chrome 113.0.0.0,,,2023-05-17 19:57:06,2023-05-17 19:57:06,0.052s,PASSED
"setText(findTestObject(""Dept-User creation/input_AABB 1""), findTestData(""Dept_Unit Data"").getValue(""AABB"", 2))",Chrome 113.0.0.0,,,2023-05-17 19:57:06,2023-05-17 19:57:07,0.842s,PASSED
"D20 = getAttribute(findTestObject(""Dept-User creation/input_AABB 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-17 19:57:07,2023-05-17 19:57:08,0.415s,PASSED
println(D20),Chrome 113.0.0.0,,,2023-05-17 19:57:08,2023-05-17 19:57:08,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""AABB"", 2), D20)",Chrome 113.0.0.0,,,2023-05-17 19:57:08,2023-05-17 19:57:08,0.059s,PASSED
"setText(findTestObject(""Dept-User creation/input_AALA 1""), ""AALA 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:08,2023-05-17 19:57:09,0.860s,PASSED
"setText(findTestObject(""Dept-User creation/input_AOAHFAP 1""), ""AOAHFAP 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:09,2023-05-17 19:57:09,0.859s,PASSED
"setText(findTestObject(""Dept-User creation/input_ASHI 1""), ""ASHI 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:09,2023-05-17 19:57:10,0.862s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYDOH 1""), ""NYDOH 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:10,2023-05-17 19:57:11,0.825s,PASSED
"setText(findTestObject(""Dept-User creation/input_CADOH 1""), ""CADOH 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:11,2023-05-17 19:57:12,0.851s,PASSED
"setText(findTestObject(""Dept-User creation/input_FLDOH 1""), ""FLDOH 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:12,2023-05-17 19:57:13,0.858s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYSPFI 1""), ""NYSPFI 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:13,2023-05-17 19:57:14,1.006s,PASSED
"setText(findTestObject(""Dept-User creation/input_AU-ID 1""), ""AU-ID 1"")",Chrome 113.0.0.0,,,2023-05-17 19:57:14,2023-05-17 19:57:15,0.932s,PASSED
"click(findTestObject(""Dept-User creation/button_Finish""))",Chrome 113.0.0.0,,,2023-05-17 19:57:15,2023-05-17 19:57:15,0.502s,PASSED
"Text = getText(findTestObject(""Dept-User creation/div_Success Dpt Created""))",Chrome 113.0.0.0,,,2023-05-17 19:57:15,2023-05-17 19:57:17,2.061s,PASSED
println(Text),Chrome 113.0.0.0,,,2023-05-17 19:57:17,2023-05-17 19:57:17,0.000s,PASSED
logInfo(Text),Chrome 113.0.0.0,,,2023-05-17 19:57:17,2023-05-17 19:57:17,0.001s,PASSED
delay(2),Chrome 113.0.0.0,,,2023-05-17 19:57:17,2023-05-17 19:57:19,2.012s,PASSED
"scrollToElement(findTestObject(""Dept-User creation/input_ADD""), 2)",Chrome 113.0.0.0,,,2023-05-17 19:57:19,2023-05-17 19:57:20,0.407s,PASSED
"click(findTestObject(""Dept-User creation/input_ADD""))",Chrome 113.0.0.0,,,2023-05-17 19:57:20,2023-05-17 19:57:20,0.448s,PASSED
"click(findTestObject(""Dept-User creation/click_AddUser_button""))",Chrome 113.0.0.0,,,2023-05-17 19:57:20,2023-05-17 19:57:21,0.611s,PASSED
