Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyOptionPresentByLabel(findTestObject(""Site creation/select_Timezone""), findTestData(""Site Data"").getValue(""Timezone"", 1), false, 0)",Chrome 113.0.0.0,,,2023-05-18 11:09:35,2023-05-18 11:09:46,11.328s,PASSED
"click(findTestObject(""Site creation/input_system_Schedule""))",Chrome 113.0.0.0,,,2023-05-18 11:09:46,2023-05-18 11:09:48,1.907s,PASSED
"click(findTestObject(""Site creation/SA_ON""))",Chrome 113.0.0.0,,,2023-05-18 11:09:48,2023-05-18 11:09:50,1.951s,PASSED
"click(findTestObject(""Site creation/SU_ON""))",Chrome 113.0.0.0,,,2023-05-18 11:09:50,2023-05-18 11:09:52,1.968s,PASSED
"click(findTestObject(""Site creation/button_Save""))",Chrome 113.0.0.0,,,2023-05-18 11:09:52,2023-05-18 11:09:54,2.139s,PASSED
"verifyElementPresent(findTestObject(""Site creation/div_Success  Site added successfully""), 0)",Chrome 113.0.0.0,,,2023-05-18 11:09:54,2023-05-18 11:09:58,3.818s,PASSED
"c = getText(findTestObject(""Site creation/div_Success  Site added successfully""))",Chrome 113.0.0.0,,,2023-05-18 11:09:58,2023-05-18 11:10:00,2.059s,PASSED
println(c),Chrome 113.0.0.0,,,2023-05-18 11:10:00,2023-05-18 11:10:00,0.001s,PASSED
logInfo(c),Chrome 113.0.0.0,,,2023-05-18 11:10:00,2023-05-18 11:10:00,0.001s,PASSED
"click(findTestObject(""Site creation/div_click""))",Chrome 113.0.0.0,,,2023-05-18 11:10:00,2023-05-18 11:10:02,2.215s,PASSED
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-18 11:10:02,2023-05-18 11:10:02,0.000s,PASSED
executor = driver,Chrome 113.0.0.0,,,2023-05-18 11:10:02,2023-05-18 11:10:02,0.002s,PASSED
"li = driver.findElements(By.xpath(""//div[@class="" + ""'col']""))",Chrome 113.0.0.0,,,2023-05-18 11:10:02,2023-05-18 11:10:04,1.791s,PASSED
op = li.size(),Chrome 113.0.0.0,,,2023-05-18 11:10:04,2023-05-18 11:10:04,0.001s,PASSED
println(op),Chrome 113.0.0.0,,,2023-05-18 11:10:04,2023-05-18 11:10:04,0.001s,PASSED
"for ([i = 0, i < li.size(), (i++)])",Chrome 113.0.0.0,,,2023-05-18 11:10:04,2023-05-18 11:10:16,12.292s,PASSED
ScrollIntoCreatedSite.screenshot(),Chrome 113.0.0.0,,,2023-05-18 11:10:16,2023-05-18 11:10:19,2.691s,PASSED
,,,,,,,
Test Cases/Dept-Units creation - Suite,Chrome 113.0.0.0,,,2023-05-18 11:10:19,2023-05-18 11:11:39,1m - 19.833s,PASSED
driver = getWebDriver(),Chrome 113.0.0.0,,,2023-05-18 11:10:22,2023-05-18 11:10:22,0.001s,PASSED
actions = sendKeys(HOME).perform(),Chrome 113.0.0.0,,,2023-05-18 11:10:22,2023-05-18 11:10:22,0.027s,PASSED
"click(findTestObject(""Dept-User creation/Departments - Units""))",Chrome 113.0.0.0,,,2023-05-18 11:10:22,2023-05-18 11:10:23,0.990s,PASSED
"click(findTestObject(""Dept-User creation/button_Add Department""))",Chrome 113.0.0.0,,,2023-05-18 11:10:23,2023-05-18 11:10:24,1.456s,PASSED
dateFormat = new java.text.SimpleDateFormat(yyyy/dd/MM HH:mm:ss),Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:24,0.001s,PASSED
date = new java.util.Date(),Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:24,0.001s,PASSED
a = dateFormat.format(date),Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:24,0.001s,PASSED
println(a),Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:24,0.001s,PASSED
"b = "" - """,Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:24,0.000s,PASSED
"D = findTestData(""Dept_Unit Data"").getValue(""Department Name"", 1) + b + a",Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:24,0.139s,PASSED
"setText(findTestObject(""Dept-User creation/input_Department Name""), D)",Chrome 113.0.0.0,,,2023-05-18 11:10:24,2023-05-18 11:10:26,1.329s,PASSED
println(D),Chrome 113.0.0.0,,,2023-05-18 11:10:26,2023-05-18 11:10:26,0.001s,PASSED
logInfo(D),Chrome 113.0.0.0,,,2023-05-18 11:10:26,2023-05-18 11:10:26,0.001s,PASSED
"Excel.writeData(""ELL_Departments & Units"", ""Add D&U"", 1, 2, D)",Chrome 113.0.0.0,,,2023-05-18 11:10:26,2023-05-18 11:10:26,0.217s,PASSED
"selectOptionByLabel(findTestObject(""Dept-User creation/input_Site""), findTestData(""Dept_Unit Data"").getValue(""Site"", 1), true)",Chrome 113.0.0.0,,,2023-05-18 11:10:26,2023-05-18 11:10:34,7.843s,PASSED
"verifyOptionPresentByLabel(findTestObject(""Dept-User creation/input_Site""), findTestData(""Dept_Unit Data"").getValue(""Site"", 1), false, 2)",Chrome 113.0.0.0,,,2023-05-18 11:10:34,2023-05-18 11:10:37,3.732s,PASSED
"setText(findTestObject(""Dept-User creation/input_Bench Unit Name""), findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 1))",Chrome 113.0.0.0,,,2023-05-18 11:10:37,2023-05-18 11:10:38,0.835s,PASSED
"D1 = getAttribute(findTestObject(""Dept-User creation/input_Bench Unit Name""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:38,2023-05-18 11:10:39,0.380s,PASSED
println(D1),Chrome 113.0.0.0,,,2023-05-18 11:10:39,2023-05-18 11:10:39,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 1), D1)",Chrome 113.0.0.0,,,2023-05-18 11:10:39,2023-05-18 11:10:39,0.067s,PASSED
"setText(findTestObject(""Dept-User creation/input_CLIA""), findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 1))",Chrome 113.0.0.0,,,2023-05-18 11:10:39,2023-05-18 11:10:40,0.976s,PASSED
"D2 = getAttribute(findTestObject(""Dept-User creation/input_CLIA""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:40,2023-05-18 11:10:40,0.384s,PASSED
println(D2),Chrome 113.0.0.0,,,2023-05-18 11:10:40,2023-05-18 11:10:40,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 1), D2)",Chrome 113.0.0.0,,,2023-05-18 11:10:40,2023-05-18 11:10:40,0.058s,PASSED
"setText(findTestObject(""Dept-User creation/input_Joint Commission""), findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 1))",Chrome 113.0.0.0,,,2023-05-18 11:10:40,2023-05-18 11:10:41,0.903s,PASSED
"D3 = getAttribute(findTestObject(""Dept-User creation/input_Joint Commission""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:41,2023-05-18 11:10:41,0.395s,PASSED
println(D3),Chrome 113.0.0.0,,,2023-05-18 11:10:41,2023-05-18 11:10:41,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 1), D3)",Chrome 113.0.0.0,,,2023-05-18 11:10:41,2023-05-18 11:10:41,0.062s,PASSED
"setText(findTestObject(""Dept-User creation/input_CAP""), findTestData(""Dept_Unit Data"").getValue(""CAP"", 1))",Chrome 113.0.0.0,,,2023-05-18 11:10:41,2023-05-18 11:10:42,0.942s,PASSED
"D4 = getAttribute(findTestObject(""Dept-User creation/input_CAP""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:42,2023-05-18 11:10:43,0.394s,PASSED
println(D4),Chrome 113.0.0.0,,,2023-05-18 11:10:43,2023-05-18 11:10:43,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CAP"", 1), D4)",Chrome 113.0.0.0,,,2023-05-18 11:10:43,2023-05-18 11:10:43,0.066s,PASSED
"setText(findTestObject(""Dept-User creation/input_COLA""), findTestData(""Dept_Unit Data"").getValue(""COLA"", 1))",Chrome 113.0.0.0,,,2023-05-18 11:10:43,2023-05-18 11:10:44,0.829s,PASSED
"D5 = getAttribute(findTestObject(""Dept-User creation/input_COLA""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:44,2023-05-18 11:10:44,0.380s,PASSED
println(D5),Chrome 113.0.0.0,,,2023-05-18 11:10:44,2023-05-18 11:10:44,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""COLA"", 1), D5)",Chrome 113.0.0.0,,,2023-05-18 11:10:44,2023-05-18 11:10:44,0.055s,PASSED
"setText(findTestObject(""Dept-User creation/input_AABB""), findTestData(""Dept_Unit Data"").getValue(""AABB"", 1))",Chrome 113.0.0.0,,,2023-05-18 11:10:44,2023-05-18 11:10:45,0.816s,PASSED
"D6 = getAttribute(findTestObject(""Dept-User creation/input_AABB""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:45,2023-05-18 11:10:45,0.389s,PASSED
println(D6),Chrome 113.0.0.0,,,2023-05-18 11:10:45,2023-05-18 11:10:45,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""AABB"", 1), D6)",Chrome 113.0.0.0,,,2023-05-18 11:10:45,2023-05-18 11:10:45,0.045s,PASSED
"setText(findTestObject(""Dept-User creation/input_AALA""), ""AALA"")",Chrome 113.0.0.0,,,2023-05-18 11:10:45,2023-05-18 11:10:46,0.774s,PASSED
"setText(findTestObject(""Dept-User creation/input_AOAHFAP""), ""AOAHFAP"")",Chrome 113.0.0.0,,,2023-05-18 11:10:46,2023-05-18 11:10:47,0.839s,PASSED
"setText(findTestObject(""Dept-User creation/input_ASHI""), ""ASHI"")",Chrome 113.0.0.0,,,2023-05-18 11:10:47,2023-05-18 11:10:48,0.869s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYDOH""), ""NYDOH"")",Chrome 113.0.0.0,,,2023-05-18 11:10:48,2023-05-18 11:10:49,0.778s,PASSED
"setText(findTestObject(""Dept-User creation/input_CADOH""), ""CADOH"")",Chrome 113.0.0.0,,,2023-05-18 11:10:49,2023-05-18 11:10:49,0.817s,PASSED
"setText(findTestObject(""Dept-User creation/input_FLDOH""), ""FLDOH"")",Chrome 113.0.0.0,,,2023-05-18 11:10:49,2023-05-18 11:10:50,0.800s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYSPFI""), ""NYSPFI"")",Chrome 113.0.0.0,,,2023-05-18 11:10:50,2023-05-18 11:10:51,0.882s,PASSED
"setText(findTestObject(""Dept-User creation/input_AU-ID""), ""AU-ID"")",Chrome 113.0.0.0,,,2023-05-18 11:10:51,2023-05-18 11:10:52,0.909s,PASSED
"click(findTestObject(""Dept-User creation/button_Add Bench  Unit""))",Chrome 113.0.0.0,,,2023-05-18 11:10:52,2023-05-18 11:10:53,0.482s,PASSED
"setText(findTestObject(""Dept-User creation/input_BenchUnit_1""), findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 2))",Chrome 113.0.0.0,,,2023-05-18 11:10:53,2023-05-18 11:10:53,0.933s,PASSED
"D15 = getAttribute(findTestObject(""Dept-User creation/input_BenchUnit_1""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:53,2023-05-18 11:10:54,0.375s,PASSED
println(D15),Chrome 113.0.0.0,,,2023-05-18 11:10:54,2023-05-18 11:10:54,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Bench / Unit Name"", 2), D15)",Chrome 113.0.0.0,,,2023-05-18 11:10:54,2023-05-18 11:10:54,0.047s,PASSED
"setText(findTestObject(""Dept-User creation/input_CLIA 1""), findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 2))",Chrome 113.0.0.0,,,2023-05-18 11:10:54,2023-05-18 11:10:55,0.862s,PASSED
"D16 = getAttribute(findTestObject(""Dept-User creation/input_CLIA 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:55,2023-05-18 11:10:55,0.385s,PASSED
println(D16),Chrome 113.0.0.0,,,2023-05-18 11:10:55,2023-05-18 11:10:55,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CLIA License Number"", 2), D16)",Chrome 113.0.0.0,,,2023-05-18 11:10:55,2023-05-18 11:10:55,0.048s,PASSED
"setText(findTestObject(""Dept-User creation/input_Joint Commission 1""), findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 2))",Chrome 113.0.0.0,,,2023-05-18 11:10:55,2023-05-18 11:10:56,0.915s,PASSED
"D17 = getAttribute(findTestObject(""Dept-User creation/input_Joint Commission 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:56,2023-05-18 11:10:56,0.374s,PASSED
println(D17),Chrome 113.0.0.0,,,2023-05-18 11:10:56,2023-05-18 11:10:56,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""Joint Commission"", 2), D17)",Chrome 113.0.0.0,,,2023-05-18 11:10:56,2023-05-18 11:10:57,0.057s,PASSED
"setText(findTestObject(""Dept-User creation/input_CAP 1""), findTestData(""Dept_Unit Data"").getValue(""CAP"", 2))",Chrome 113.0.0.0,,,2023-05-18 11:10:57,2023-05-18 11:10:57,0.877s,PASSED
"D18 = getAttribute(findTestObject(""Dept-User creation/input_CAP 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:57,2023-05-18 11:10:58,0.388s,PASSED
println(D18),Chrome 113.0.0.0,,,2023-05-18 11:10:58,2023-05-18 11:10:58,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""CAP"", 2), D18)",Chrome 113.0.0.0,,,2023-05-18 11:10:58,2023-05-18 11:10:58,0.046s,PASSED
"setText(findTestObject(""Dept-User creation/input_COLA 1""), findTestData(""Dept_Unit Data"").getValue(""COLA"", 2))",Chrome 113.0.0.0,,,2023-05-18 11:10:58,2023-05-18 11:10:59,0.829s,PASSED
"D19 = getAttribute(findTestObject(""Dept-User creation/input_COLA 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:10:59,2023-05-18 11:10:59,0.376s,PASSED
println(D19),Chrome 113.0.0.0,,,2023-05-18 11:10:59,2023-05-18 11:10:59,0.001s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""COLA"", 2), D19)",Chrome 113.0.0.0,,,2023-05-18 11:10:59,2023-05-18 11:10:59,0.047s,PASSED
"setText(findTestObject(""Dept-User creation/input_AABB 1""), findTestData(""Dept_Unit Data"").getValue(""AABB"", 2))",Chrome 113.0.0.0,,,2023-05-18 11:10:59,2023-05-18 11:11:00,0.836s,PASSED
"D20 = getAttribute(findTestObject(""Dept-User creation/input_AABB 1""), ""value"")",Chrome 113.0.0.0,,,2023-05-18 11:11:00,2023-05-18 11:11:00,0.426s,PASSED
println(D20),Chrome 113.0.0.0,,,2023-05-18 11:11:00,2023-05-18 11:11:00,0.000s,PASSED
"verifyEqual(findTestData(""Dept_Unit Data"").getValue(""AABB"", 2), D20)",Chrome 113.0.0.0,,,2023-05-18 11:11:00,2023-05-18 11:11:00,0.047s,PASSED
"setText(findTestObject(""Dept-User creation/input_AALA 1""), ""AALA 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:00,2023-05-18 11:11:01,0.799s,PASSED
"setText(findTestObject(""Dept-User creation/input_AOAHFAP 1""), ""AOAHFAP 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:01,2023-05-18 11:11:02,0.848s,PASSED
"setText(findTestObject(""Dept-User creation/input_ASHI 1""), ""ASHI 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:02,2023-05-18 11:11:03,0.792s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYDOH 1""), ""NYDOH 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:03,2023-05-18 11:11:04,0.898s,PASSED
"setText(findTestObject(""Dept-User creation/input_CADOH 1""), ""CADOH 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:04,2023-05-18 11:11:05,0.840s,PASSED
"setText(findTestObject(""Dept-User creation/input_FLDOH 1""), ""FLDOH 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:05,2023-05-18 11:11:05,0.804s,PASSED
"setText(findTestObject(""Dept-User creation/input_NYSPFI 1""), ""NYSPFI 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:05,2023-05-18 11:11:06,0.830s,PASSED
"setText(findTestObject(""Dept-User creation/input_AU-ID 1""), ""AU-ID 1"")",Chrome 113.0.0.0,,,2023-05-18 11:11:06,2023-05-18 11:11:07,0.807s,PASSED
"click(findTestObject(""Dept-User creation/button_Finish""))",Chrome 113.0.0.0,,,2023-05-18 11:11:07,2023-05-18 11:11:08,0.488s,PASSED
"Text = getText(findTestObject(""Dept-User creation/div_Success Dpt Created""))",Chrome 113.0.0.0,,,2023-05-18 11:11:08,2023-05-18 11:11:09,1.731s,PASSED
println(Text),Chrome 113.0.0.0,,,2023-05-18 11:11:09,2023-05-18 11:11:09,0.000s,PASSED
logInfo(Text),Chrome 113.0.0.0,,,2023-05-18 11:11:09,2023-05-18 11:11:09,0.001s,PASSED
delay(2),Chrome 113.0.0.0,,,2023-05-18 11:11:09,2023-05-18 11:11:11,2.008s,PASSED
"scrollToElement(findTestObject(""Dept-User creation/input_ADD""), 2)",Chrome 113.0.0.0,,,2023-05-18 11:11:11,2023-05-18 11:11:12,0.494s,PASSED
"click(findTestObject(""Dept-User creation/input_ADD""))",Chrome 113.0.0.0,,,2023-05-18 11:11:12,2023-05-18 11:11:12,0.458s,PASSED
"click(findTestObject(""Dept-User creation/click_AddUser_button""))",Chrome 113.0.0.0,,,2023-05-18 11:11:12,2023-05-18 11:11:13,0.558s,PASSED
